Rk,Player,Age,Tm,Pos,GP,G,A,PTS,PLUSMINUS,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
0,1,Noel Acciari,29,FLA,C,31,4,7,11,6,4,0.9,3,1,0,1,4,2,1,53,7.5,493,15:54,46,67,217,202,51.8
1,2,Calen Addison,20,MIN,D,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,56,18:31,1,2,0,0,
2,3,Kenny Agostino,28,TOR,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,4,4:08,0,0,0,0,
3,4,Andrew Agozzino,30,ANA,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,26,12:45,6,4,13,10,56.5
4,5,Jack Ahcan,23,BOS,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,3,0.0,18,17:55,2,1,0,0,
5,6,Sebastian Aho,23,CAR,F,37,15,18,33,9,14,4.1,10,4,1,3,12,6,0,95,15.8,725,19:35,14,21,250,224,52.7
6,7,Sebastian Aho,24,NYI,D,3,1,1,2,-1,2,0.3,1,0,0,0,1,0,0,4,25.0,40,13:21,2,1,0,0,
7,8,Frederic Allard,23,NSH,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,17,16:59,1,0,0,0,
8,9,Mark Alt,29,LAK,D,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,3,0.0,27,13:35,1,2,0,0,
9,10,Michael Amadio,24,LAK,C,20,0,2,2,-5,2,-0.3,0,0,0,0,1,1,0,19,0.0,249,12:26,15,2,75,72,51.0
10,11,Joey Anderson,22,TOR,RW,1,0,0,0,1,2,0.0,0,0,0,0,0,0,0,0,,10,9:36,3,0,0,1,0.0
11,12,Josh Anderson,26,MTL,RW,32,14,5,19,2,32,2.6,12,1,1,3,4,1,0,85,16.5,505,15:48,16,83,6,1,85.7
12,13,Michael Anderson,21,LAK,D,35,0,7,7,1,16,1.9,0,0,0,0,6,0,1,33,0.0,739,21:07,44,38,0,0,
13,14,Jaret Anderson-Dolan,21,LAK,C,16,4,4,8,-2,6,0.9,3,1,0,2,4,0,0,18,22.2,237,14:49,7,33,79,72,52.3
14,15,Lias Andersson,22,LAK,C,13,2,0,2,-6,6,0.0,2,0,0,0,0,0,0,15,13.3,139,10:43,2,4,14,24,36.8
15,16,Rasmus Andersson,24,CGY,D,40,3,13,16,-14,26,2.0,2,1,0,0,8,5,0,70,4.3,850,21:16,50,34,0,0,
16,17,Andy Andreoff,29,PHI,LW,6,0,0,0,-6,9,-0.3,0,0,0,0,0,0,0,2,0.0,52,8:37,1,14,15,9,62.5
17,18,Anthony Angello,24,PIT,C,19,2,2,4,4,8,0.5,1,1,0,0,2,0,0,19,10.5,152,7:59,2,51,0,0,
18,19,Artem Anisimov,32,OTT,C,16,2,6,8,1,2,0.8,1,1,0,0,6,0,0,25,8.0,190,11:52,8,6,28,44,38.9
19,20,Mason Appleton,25,WPG,C,39,9,10,19,8,6,2.3,9,0,0,1,9,0,1,55,16.4,548,14:03,18,35,6,5,54.5
20,21,Josh Archibald,28,EDM,RW,35,6,2,8,-4,27,0.5,6,0,0,0,2,0,0,41,14.6,469,13:23,25,130,1,3,25.0
21,22,Joel Armia,27,MTL,RW,24,5,5,10,6,6,1.1,4,0,1,0,4,0,1,46,10.9,342,14:15,5,46,6,14,30.0
22,23,Viktor Arvidsson,27,NSH,LW,39,5,13,18,1,12,1.5,3,2,0,1,12,1,0,122,4.1,653,16:44,22,9,6,16,27.3
23,24,Rasmus Asplund,23,BUF,F,9,3,0,3,0,0,0.5,3,0,0,1,0,0,0,10,30.0,92,10:11,0,4,4,5,44.4
24,25,Zach Aston-Reese,26,PIT,C,27,8,2,10,9,13,1.5,7,0,1,0,2,0,0,46,17.4,392,14:31,13,51,3,5,37.5
25,26,Andreas Athanasiou,26,LAK,C,29,8,7,15,-7,13,1.6,8,0,0,1,6,1,0,51,15.7,425,14:39,9,6,2,0,100.0
26,27,Cam Atkinson,31,CBJ,RW,40,13,12,25,-9,4,2.4,8,1,4,2,6,6,0,116,11.2,749,18:44,19,18,4,16,20.0
27,28,Nicolas Aube-Kubel,24,PHI,RW,35,2,6,8,-4,34,0.1,2,0,0,0,6,0,0,35,5.7,399,11:23,12,92,1,2,33.3
28,29,David Backes,36,ANA,C,11,2,0,2,-4,2,0.0,2,0,0,1,0,0,0,25,8.0,147,13:22,14,23,63,64,49.6
29,30,Mikael Backlund,31,CGY,C,38,8,14,22,-9,20,1.8,7,0,1,0,8,5,1,104,7.7,656,17:16,16,34,248,244,50.4
30,31,Nicklas Backstrom,33,WSH,C,38,13,26,39,2,8,4.3,9,4,0,0,14,12,0,62,21.0,714,18:47,15,15,250,296,45.8
31,32,Josh Bailey,31,NYI,C,38,6,17,23,9,2,2.3,6,0,0,1,10,7,0,64,9.4,685,18:01,16,10,11,14,44.0
32,33,Justin Bailey,25,VAN,RW,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,6,0.0,20,6:48,0,2,0,0,
33,34,Rudolfs Balcers,23,SJS,LW,22,5,7,12,-1,6,1.3,5,0,0,1,6,1,0,38,13.2,311,14:09,19,32,0,3,0.0
34,35,Alexander Barabanov,26,TOR,F,11,0,0,0,0,4,-0.2,0,0,0,0,0,0,0,11,0.0,90,8:10,4,5,0,0,
35,36,Ivan Barbashev,25,STL,C,20,2,4,6,4,4,0.5,2,0,0,0,4,0,0,26,7.7,267,13:22,7,25,27,38,41.5
36,37,Aleksander Barkov,25,FLA,C,33,14,26,40,13,6,5.0,10,3,1,4,17,9,0,119,11.8,695,21:04,22,19,352,305,53.6
37,38,Alex Barre-Boulet,23,TBL,F,2,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,23,11:27,0,1,1,2,33.3
38,39,Tyson Barrie,29,EDM,D,39,5,27,32,5,4,4.9,3,2,0,1,15,12,0,105,4.8,847,21:44,39,18,0,0,
39,40,Matt Bartkowski,32,MIN,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,13,13:02,1,1,0,0,
40,41,Mathew Barzal,23,NYI,C,38,13,21,34,17,36,4.5,12,1,0,1,16,5,0,98,13.3,724,19:04,9,13,124,156,44.3
41,42,Nathan Bastian,23,NJD,RW,27,2,4,6,3,13,0.4,2,0,0,0,4,0,0,33,6.1,306,11:21,9,78,10,15,40.0
42,43,Drake Batherson,22,OTT,C,39,12,11,23,-13,6,2.1,9,3,0,2,3,8,0,82,14.6,632,16:12,21,69,5,8,38.5
43,44,Jay Beagle,35,VAN,RW,30,1,4,5,-2,8,0.0,1,0,0,0,4,0,0,21,4.8,376,12:31,8,34,173,135,56.2
44,45,Jake Bean,22,CAR,D,27,1,10,11,-3,6,1.4,0,1,0,0,6,4,0,37,2.7,378,14:00,10,10,0,0,
45,46,Ethan Bear,23,EDM,D,27,0,4,4,1,8,0.9,0,0,0,0,4,0,0,28,0.0,488,18:05,31,13,0,0,
46,47,Nicolas Beaudin,21,CHI,D,14,2,3,5,2,2,1.1,2,0,0,0,2,1,0,6,33.3,199,14:12,12,8,0,0,
47,48,Nathan Beaulieu,28,WPG,D,25,0,1,1,-5,20,0.1,0,0,0,0,1,0,0,26,0.0,418,16:44,30,39,0,0,
48,49,Anthony Beauvillier,23,NYI,LW,29,8,6,14,9,6,1.9,7,1,0,4,5,1,0,63,12.7,475,16:22,8,25,2,4,33.3
49,50,Pierre-Edouard Bellemare,35,COL,LW,35,5,1,6,5,19,0.6,5,0,0,0,1,0,0,49,10.2,408,11:39,23,16,197,119,62.3
50,51,Kieffer Bellows,22,NYI,LW,13,3,0,3,0,4,0.4,3,0,0,1,0,0,0,18,16.7,144,11:05,4,33,2,2,50.0
51,52,Louis Belpedio,24,MIN,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,14,13:58,1,3,0,0,
52,53,Emil Bemstrom,21,CBJ,C,15,0,2,2,1,0,0.0,0,0,0,0,2,0,0,17,0.0,176,11:44,6,12,0,0,
53,54,Jamie Benn,31,DAL,LW,32,7,11,18,3,25,1.8,5,2,0,0,9,2,0,85,8.2,571,17:50,20,44,98,88,52.7
54,55,Jordie Benn,33,VAN,D,31,1,8,9,5,9,2.0,1,0,0,0,8,0,0,39,2.6,455,14:40,46,14,0,0,
55,56,Sam Bennett,24,CGY,C,37,4,6,10,-16,19,0.1,4,0,0,1,6,0,0,67,6.0,499,13:29,16,73,68,69,49.6
56,57,Matt Benning,26,NSH,D,37,1,1,2,-2,24,0.9,1,0,0,0,0,0,1,29,3.4,586,15:51,35,41,0,0,
57,58,Patrice Bergeron,35,BOS,C,35,12,18,30,9,12,3.9,5,5,2,1,12,6,0,119,10.1,648,18:31,21,36,472,276,63.1
58,59,Tyler Bertuzzi,25,DET,LW,9,5,2,7,0,4,1.0,2,3,0,1,1,1,0,20,25.0,177,19:37,3,13,1,1,50.0
59,60,Alex Biega,32,DET,D,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,1,0.0,34,11:26,1,9,0,0,
60,61,Clark Bishop,24,OTT,C,10,0,3,3,1,2,0.2,0,0,0,0,3,0,0,14,0.0,94,9:23,6,17,22,29,43.1
61,62,Anthony Bitetto,30,NYR,D,9,1,2,3,-3,13,0.3,1,0,0,0,1,1,0,9,11.1,127,14:03,5,12,0,0,
62,63,Anders Bjork,24,BOS,LW,30,2,3,5,-8,10,-0.1,2,0,0,0,3,0,0,22,9.1,369,12:18,9,37,0,1,0.0
63,64,Oliver Bjorkstrand,25,CBJ,RW,40,14,17,31,-5,23,3.4,12,2,0,0,16,1,0,94,14.9,691,17:16,21,32,2,2,50.0
64,65,Tobias Bjornfot,19,LAK,D,19,0,4,4,0,10,0.9,0,0,0,0,4,0,0,16,0.0,311,16:23,21,15,0,0,
65,66,Nick Bjugstad,28,MIN,C,37,6,9,15,7,17,1.7,6,0,0,3,8,1,0,68,8.8,450,12:09,18,42,115,137,45.6
66,67,Colin Blackwell,27,NYR,C,28,9,4,13,4,6,1.9,7,2,0,1,4,0,0,41,22.0,368,13:09,9,28,19,15,55.9
67,68,Sammy Blais,24,STL,LW,23,3,4,7,-4,8,0.4,3,0,0,1,4,0,0,17,17.6,268,11:39,5,64,2,0,100.0
68,69,Joachim Blichfeld,22,SJS,W,2,0,0,0,0,12,0.0,0,0,0,0,0,0,0,1,0.0,15,7:23,1,2,0,0,
69,70,Anton Blidh,25,BOS,LW,5,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,4,0.0,49,9:53,3,14,0,2,0.0
70,71,Teddy Blueger,26,PIT,C,28,4,11,15,8,4,1.5,2,0,2,1,11,0,0,29,13.8,421,15:02,20,42,141,140,50.2
71,72,Brock Boeser,23,VAN,RW,37,16,17,33,-1,12,4.1,9,6,1,1,12,5,0,86,18.6,719,19:27,11,26,5,8,38.5
72,73,Zach Bogosian,30,TOR,D,38,0,4,4,5,45,1.1,0,0,0,0,4,0,0,31,0.0,553,14:33,26,57,0,0,
73,74,Nick Bonino,32,MIN,C,36,4,4,8,-4,26,0.2,3,1,0,1,4,0,0,47,8.5,529,14:41,36,4,262,240,52.2
74,75,Adam Boqvist,20,CHI,D,28,2,12,14,-7,12,1.6,1,1,0,0,5,7,0,29,6.9,496,17:42,25,23,0,0,
75,76,Jesper Boqvist,22,NJD,C,10,0,2,2,-2,2,-0.1,0,0,0,0,2,0,0,10,0.0,118,11:47,4,5,3,7,30.0
76,77,William Borgen,24,BUF,D,4,0,0,0,0,2,0.1,0,0,0,0,0,0,0,4,0.0,68,16:59,5,12,0,0,
77,78,Andreas Borgman,25,TBL,D,7,0,2,2,-2,4,0.1,0,0,0,0,2,0,0,7,0.0,84,11:58,3,10,0,0,
78,79,Mark Borowiecki,31,NSH,D,22,0,1,1,-2,38,0.3,0,0,0,0,1,0,0,18,0.0,301,13:41,37,54,0,0,
79,80,Robert Bortuzzo,31,STL,D,28,0,2,2,-10,21,-0.3,0,0,0,0,2,0,0,22,0.0,384,13:42,34,52,0,0,
80,81,Evan Bouchard,21,EDM,D,12,1,3,4,0,2,0.6,1,0,0,0,3,0,0,34,2.9,170,14:08,8,8,0,0,
81,82,Madison Bowey,25,CHI,D,2,0,1,1,1,0,0.2,0,0,0,0,1,0,0,0,,22,11:09,1,4,0,0,
82,83,Travis Boyd,27,TOR,C,20,3,5,8,1,2,0.8,2,1,0,0,5,0,0,15,20.0,193,9:40,9,9,6,19,24.0
83,84,Tyler Bozak,34,STL,C,14,2,2,4,-4,4,0.1,1,0,1,0,2,0,0,17,11.8,185,13:14,6,12,69,68,50.4
84,85,Erik Brannstrom,21,OTT,D,14,2,3,5,-3,10,0.7,1,1,0,0,2,1,0,26,7.7,208,14:52,9,11,0,0,
85,86,Derick Brassard,33,ARI,C,39,8,8,16,-6,8,1.5,4,4,0,1,6,2,0,51,15.7,580,14:53,1,50,153,161,48.7
86,87,Jesper Bratt,22,NJD,W,30,4,15,19,2,6,1.6,3,1,0,1,10,4,1,60,6.7,473,15:46,10,26,2,6,25.0
87,88,Justin Braun,33,PHI,D,34,0,3,3,6,12,1.2,0,0,0,0,3,0,0,34,0.0,625,18:23,43,50,0,0,
88,89,T.J. Brodie,30,TOR,D,39,0,12,12,14,6,2.9,0,0,0,0,9,3,0,36,0.0,852,21:50,59,24,0,0,
89,90,Jonas Brodin,27,MIN,D,35,5,11,16,4,12,3.3,4,1,0,1,10,1,0,55,9.1,796,22:45,67,19,0,0,
90,91,Jonny Brodzinski,27,NYR,C,4,1,0,1,0,4,0.1,1,0,0,0,0,0,0,6,16.7,44,10:55,1,3,0,1,0.0
91,92,Mathias Brome,26,DET,F,24,1,0,1,-10,8,-0.7,1,0,0,1,0,0,0,21,4.8,325,13:33,6,17,1,2,33.3
92,93,Adam Brooks,24,TOR,C,1,1,0,1,-1,0,0.2,0,1,0,0,0,0,0,1,100.0,9,8:30,0,1,1,1,50.0
93,94,Connor Brown,27,OTT,RW,39,10,10,20,-8,10,1.6,7,1,2,1,9,1,0,80,12.5,710,18:12,22,18,8,9,47.1
94,95,Dustin Brown,36,LAK,RW,35,15,7,22,-2,14,3.0,7,8,0,1,5,2,0,101,14.9,619,17:42,6,61,1,2,33.3
95,96,Josh Brown,27,OTT,D,15,0,0,0,-6,8,-0.3,0,0,0,0,0,0,0,4,0.0,202,13:26,21,41,0,0,
96,97,Patrick Brown,28,VEG,C,4,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,5,0.0,36,9:06,2,7,16,7,69.6
97,98,Jacob Bryson,23,BUF,D,19,1,3,4,-2,12,1.1,1,0,0,0,2,0,1,17,5.9,370,19:28,27,14,0,0,
98,99,Pavel Buchnevich,25,NYR,LW,36,14,18,32,9,9,4.1,12,0,2,1,12,5,1,86,16.3,687,19:05,19,31,2,9,18.2
99,100,Connor Bunnaman,22,PHI,F,18,0,1,1,-6,2,-0.5,0,0,0,0,1,0,0,15,0.0,208,11:34,6,31,56,48,53.8
100,101,Michael Bunting,25,ARI,LW,4,4,1,5,2,2,0.9,2,2,0,0,1,0,0,13,30.8,69,17:19,0,6,0,1,0.0
101,102,Andre Burakovsky,25,COL,LW,35,10,15,25,3,6,2.8,7,3,0,1,11,4,0,65,15.4,514,14:41,8,12,0,2,0.0
102,103,Brent Burns,35,SJS,D,37,5,16,21,-9,20,2.9,3,2,0,1,12,4,0,84,6.0,979,26:28,65,25,0,0,
103,104,Kyle Burroughs,25,COL,D,1,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,1,0.0,6,6:17,0,2,0,0,
104,105,Will Butcher,26,NJD,D,8,1,2,3,0,0,0.5,1,0,0,0,2,0,0,13,7.7,136,17:00,12,3,0,0,
105,106,Bowen Byram,19,COL,D,19,0,2,2,1,23,0.5,0,0,0,0,2,0,0,21,0.0,333,17:31,13,33,0,0,
106,107,Paul Byron,31,MTL,LW,34,3,8,11,6,8,0.9,2,0,1,1,8,0,0,30,10.0,428,12:36,15,76,11,13,45.8
107,108,Nicholas Caamano,22,DAL,RW,23,0,1,1,-6,17,-0.5,0,0,0,0,1,0,0,32,0.0,214,9:18,8,38,1,0,100.0
108,109,Drake Caggiula,26,ARI,LW,27,1,6,7,-1,15,0.3,1,0,0,0,6,0,0,31,3.2,336,12:26,6,49,4,8,33.3
109,110,Matt Calvert,31,COL,LW,18,0,3,3,-2,6,-0.2,0,0,0,0,3,0,0,26,0.0,249,13:49,8,12,0,1,0.0
110,111,Kyle Capobianco,23,ARI,D,2,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,3,0.0,29,14:28,2,1,0,0,
111,112,Brandon Carlo,24,BOS,D,23,2,1,3,1,10,1.3,2,0,0,1,1,0,0,31,6.5,425,18:29,33,32,0,0,
112,113,John Carlson,31,WSH,D,38,10,22,32,-6,8,4.2,7,3,0,1,15,7,0,95,10.5,902,23:44,51,44,0,0,
113,114,Gabriel Carlsson,24,CBJ,D,12,1,2,3,-4,4,0.3,1,0,0,0,1,1,0,11,9.1,177,14:47,11,9,0,0,
114,115,Lucas Carlsson,23,CHI,D,12,0,1,1,1,2,0.3,0,0,0,0,1,0,0,10,0.0,157,13:04,3,6,0,0,
115,116,Ryan Carpenter,30,CHI,C,31,4,0,4,-6,13,0.0,2,1,1,0,0,0,0,43,9.3,400,12:54,12,63,47,58,44.8
116,117,Daniel Carr,29,WSH,LW,3,0,1,1,-2,0,0.0,0,0,0,0,1,0,0,3,0.0,31,10:15,4,3,0,0,
117,118,Connor Carrick,26,NJD,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,16,16:14,1,2,0,0,
118,119,Sam Carrick,28,ANA,C,1,1,0,1,1,5,0.2,1,0,0,0,0,0,0,2,50.0,15,14:54,1,1,4,8,33.3
119,120,Alexandre Carrier,24,NSH,D,15,1,2,3,0,4,0.8,1,0,0,0,2,0,0,26,3.8,302,20:08,24,18,0,0,
120,121,William Carrier,26,VEG,LW,33,3,5,8,-2,8,0.5,3,0,0,0,5,0,0,36,8.3,324,9:48,6,78,1,3,25.0
121,122,Jeff Carter,36,LAK,C,37,6,10,16,-9,20,1.1,5,1,0,0,7,3,0,108,5.6,613,16:34,18,30,38,45,45.8
122,123,Cody Ceci,27,PIT,D,35,3,6,9,12,10,2.5,3,0,0,0,6,0,0,38,7.9,639,18:15,50,52,0,0,
123,124,Erik Cernak,23,TBL,D,29,1,9,10,14,23,2.6,1,0,0,0,9,0,0,55,1.8,548,18:54,35,57,0,0,
124,125,Thomas Chabot,24,OTT,D,36,4,19,23,-17,34,2.4,3,1,0,0,15,4,0,83,4.8,951,26:25,50,49,0,0,
125,126,Michael Chaput,28,ARI,C,10,0,0,0,-5,6,-0.3,0,0,0,0,0,0,0,2,0.0,96,9:34,8,16,29,27,51.8
126,127,Zdeno Chara,43,WSH,D,38,2,7,9,12,27,2.3,2,0,0,0,7,0,0,45,4.4,708,18:39,47,63,0,0,
127,128,Jalen Chatfield,24,VAN,D,10,0,0,0,-7,6,-0.4,0,0,0,0,0,0,0,8,0.0,131,13:05,6,8,0,0,
128,129,Ben Chiarot,29,MTL,D,25,1,4,5,-2,44,0.5,0,1,0,0,4,0,0,55,1.8,534,21:22,37,45,0,0,
129,130,Alex Chiasson,30,EDM,RW,29,6,4,10,-5,19,0.8,2,4,0,1,3,1,0,36,16.7,355,12:14,4,25,1,2,33.3
130,131,Filip Chlapik,23,OTT,C,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,7,7:11,0,1,0,0,
131,132,Sasha Chmelevski,21,SJS,C,2,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,3,0.0,12,6:10,1,0,2,7,22.2
132,133,Dennis Cholowski,22,DET,D,2,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,29,14:26,1,1,0,0,
133,134,Jakob Chychrun,22,ARI,D,39,12,15,27,-1,30,5.2,11,1,0,3,7,8,0,108,11.1,904,23:11,61,41,0,0,
134,135,Filip Chytil,21,NYR,C,23,7,4,11,3,6,1.5,7,0,0,0,4,0,0,38,18.4,309,13:25,9,10,61,83,42.4
135,136,Anthony Cirelli,23,TBL,C,32,9,12,21,6,8,2.3,6,1,2,3,9,3,0,53,17.0,580,18:07,25,45,136,140,49.3
136,137,Casey Cizikas,29,NYI,C,38,7,7,14,2,21,1.4,7,0,0,3,7,0,0,47,14.9,522,13:44,18,71,233,195,54.4
137,138,Fredrik Claesson,28,SJS,D,4,0,0,0,1,0,0.1,0,0,0,0,0,0,0,3,0.0,46,11:34,2,8,0,0,
138,139,Kale Clague,22,LAK,D,13,0,4,4,-4,4,0.5,0,0,0,0,4,0,0,22,0.0,235,18:05,10,6,0,0,
139,140,Kyle Clifford,30,STL,LW,36,3,2,5,-3,23,0.1,3,0,0,0,1,0,1,45,6.7,338,9:24,10,51,2,3,40.0
140,141,Connor Clifton,25,BOS,D,28,0,4,4,-3,17,1.0,0,0,0,0,4,0,0,27,0.0,510,18:12,33,77,0,0,
141,142,Cal Clutterbuck,33,NYI,RW,36,3,6,9,-4,8,0.3,3,0,0,1,6,0,0,37,8.1,479,13:18,16,127,0,0,
142,143,Braydon Coburn,35,OTT,D,15,0,2,2,-2,10,0.3,0,0,0,0,1,0,1,14,0.0,250,16:38,14,24,0,0,
143,144,Dylan Coghlan,22,VEG,D,22,3,2,5,-3,2,0.8,3,0,0,0,2,0,0,25,12.0,321,14:34,12,27,0,0,
144,145,Andrew Cogliano,33,DAL,LW,34,4,4,8,2,13,0.6,4,0,0,0,4,0,0,55,7.3,453,13:20,13,53,3,7,30.0
145,146,Ian Cole,31,TOT,D,35,1,3,4,11,20,1.9,1,0,0,1,3,0,0,23,4.3,556,15:54,68,27,0,0,
146,146,Ian Cole,31,MIN,D,33,1,3,4,11,20,1.9,1,0,0,1,3,0,0,21,4.8,527,15:58,66,23,0,0,
147,146,Ian Cole,31,COL,D,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,29,14:41,2,4,0,0,
148,147,Blake Coleman,29,TBL,C,37,7,10,17,9,29,1.9,6,1,0,2,10,0,0,77,9.1,561,15:11,11,66,2,5,28.6
149,148,Ross Colton,24,TBL,C,12,4,3,7,6,2,1.2,4,0,0,2,3,0,0,14,28.6,118,9:48,3,19,54,41,56.8
150,149,Blake Comeau,34,DAL,RW,31,1,8,9,1,10,0.3,1,0,0,0,7,0,1,39,2.6,485,15:40,9,62,29,36,44.6
151,150,J.T. Compher,25,COL,LW,30,5,5,10,5,15,1.0,4,1,0,1,4,1,0,30,16.7,423,14:05,26,20,143,176,44.8
152,151,Max Comtois,22,ANA,LW,38,10,12,22,2,20,2.6,10,0,0,1,9,3,0,57,17.5,582,15:19,26,69,8,13,38.1
153,152,Kevin Connauton,30,FLA,D,5,0,1,1,5,2,0.6,0,0,0,0,1,0,0,4,0.0,75,15:00,3,11,0,0,
154,153,Brett Connolly,28,FLA,RW,21,2,2,4,4,2,0.3,2,0,0,0,2,0,0,16,12.5,264,12:36,5,25,3,8,27.3
155,154,Kyle Connor,24,WPG,LW,39,18,19,37,1,8,4.5,10,8,0,3,16,3,0,127,14.2,724,18:34,12,11,6,3,66.7
156,155,Andrew Copp,26,WPG,C,39,12,18,30,5,12,3.3,7,5,0,1,14,4,0,83,14.5,719,18:26,29,51,68,74,47.9
157,156,Nick Cousins,27,NSH,C,38,3,7,10,-3,27,0.5,3,0,0,0,3,4,0,41,7.3,514,13:31,10,30,13,16,44.8
158,157,Logan Couture,31,SJS,C,37,14,11,25,-5,19,2.8,12,2,0,2,7,4,0,86,16.3,721,19:30,26,39,317,305,51.0
159,158,Sean Couturier,28,PHI,C,26,11,17,28,3,6,3.2,8,3,0,3,12,5,0,63,17.5,490,18:52,9,17,256,210,54.9
160,159,Charlie Coyle,28,BOS,C,34,5,6,11,-6,14,0.7,4,0,1,1,6,0,0,51,9.8,571,16:47,16,42,181,185,49.5
161,160,Dylan Cozens,19,BUF,C,25,4,2,6,-6,7,0.4,3,1,0,0,2,0,0,22,18.2,340,13:36,7,19,49,33,59.8
162,161,Joseph Cramarossa,28,MIN,C,3,0,0,0,-2,15,-0.1,0,0,0,0,0,0,0,3,0.0,33,10:59,1,9,0,0,
163,162,Sidney Crosby,33,PIT,C,37,15,28,43,7,16,5.0,10,4,1,3,16,12,0,108,13.9,759,20:30,21,28,461,386,54.4
164,163,Lawson Crouse,23,ARI,LW,36,2,5,7,-10,42,-0.2,2,0,0,0,3,2,0,44,4.5,520,14:27,24,105,14,17,45.2
165,164,Josh Currie,28,PIT,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,7,7:24,0,0,2,3,40.0
166,165,Austin Czarnik,28,NYI,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,50,12:30,2,2,7,5,58.3
167,166,Kevin Czuczman,30,PIT,D,2,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,2,0.0,23,11:39,2,1,0,0,
168,167,Kirby Dach,20,CHI,C,5,0,2,2,-2,0,0.0,0,0,0,0,2,0,0,9,0.0,91,18:10,5,2,20,33,37.7
169,168,Evgenii Dadonov,31,OTT,RW,39,11,4,15,-10,2,1.3,11,0,0,2,3,1,0,70,15.7,638,16:22,21,29,0,1,0.0
170,169,Rasmus Dahlin,20,BUF,D,37,2,11,13,-34,14,0.3,1,1,0,0,4,7,0,72,2.8,765,20:40,31,43,0,0,
171,170,Michael Dal Colle,24,NYI,LW,20,1,3,4,3,4,0.3,1,0,0,0,3,0,0,10,10.0,232,11:36,8,23,0,2,0.0
172,171,Zac Dalpe,31,CBJ,RW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,19,6:26,3,4,1,6,14.3
173,172,Phillip Danault,27,MTL,C,35,3,16,19,18,18,1.9,3,0,0,0,15,0,1,52,5.8,589,16:49,15,40,307,281,52.2
174,173,Brandon Davidson,29,BUF,D,6,0,0,0,-4,4,-0.1,0,0,0,0,0,0,0,7,0.0,92,15:20,5,14,0,0,
175,174,Jeremy Davies,24,NSH,D,9,0,1,1,3,4,0.5,0,0,0,0,1,0,0,10,0.0,139,15:28,3,8,0,0,
176,175,Calvin de Haan,29,CHI,D,38,1,7,8,-13,10,0.6,1,0,0,1,7,0,0,48,2.1,728,19:09,77,88,0,0,
177,176,Jacob de La Rose,25,STL,LW,13,0,1,1,-2,7,-0.2,0,0,0,0,1,0,0,13,0.0,133,10:12,8,22,34,39,46.6
178,177,Jean-Sebastien Dea,26,BUF,C,1,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,2,0.0,6,5:33,0,0,0,0,
179,178,Anthony DeAngelo,25,NYR,D,6,0,1,1,-6,4,-0.3,0,0,0,0,0,1,0,13,0.0,111,18:29,6,3,0,0,
180,179,Alex DeBrincat,23,CHI,RW,35,19,17,36,8,8,5.0,13,6,0,4,10,7,0,108,17.6,717,20:30,15,39,9,13,40.9
181,180,Jake Debrusk,24,BOS,LW,22,3,4,7,-2,2,0.5,1,2,0,1,4,0,0,44,6.8,334,15:12,11,25,3,6,33.3
182,181,Danny DeKeyser,30,DET,D,31,1,4,5,-2,12,1.2,1,0,0,0,4,0,0,25,4.0,536,17:18,48,35,0,0,
183,182,Michael Del Zotto,30,CBJ,D,37,2,6,8,6,6,2.3,2,0,0,0,6,0,0,53,3.8,600,16:13,38,87,0,0,
184,183,Ty Dellandrea,20,DAL,C,23,3,2,5,2,19,0.4,1,2,0,0,1,1,0,29,10.3,296,12:51,9,38,44,50,46.8
185,184,Dylan DeMelo,27,WPG,D,35,0,5,5,7,12,1.6,0,0,0,0,5,0,0,29,0.0,584,16:42,44,53,0,0,
